,SRR10033141,SRR10033144,SRR10159290,SRR10159293,SRR10159299,SRR10159308,SRR10604353,SRR10604354,SRR10604355,SRR10604356,SRR10604357,SRR10604358,SRR10604359,SRR10604360,SRR10604361,SRR10604362,SRR10604363,SRR10604364,SRR10604365,SRR10604366,SRR10604367,SRR10604368,SRR10604369,SRR10604370,SRR10604371,SRR10604372,SRR10604373,SRR10604374,SRR10604375,SRR10604376,SRR10604377,SRR10604378,SRR10604379,SRR10604380,SRR10604381,SRR10604382,SRR10604383,SRR10604384,SRR12001324,SRR12001325,SRR12001326,SRR12001327,SRR12001328,SRR12001329,SRR12001330,SRR12001331,SRR12001332,SRR12470634,SRR12470635,SRR12470659,SRR12572697,SRR12572699,SRR12572700,SRR12572707,SRR13011266,SRR13011276,SRR13011282,SRR13011285,SRR13011286,SRR13011289,SRR13011293,SRR13011298,SRR13011299,SRR13023223,SRR13023224,SRR13023225,SRR13023226,SRR13023227,SRR13023228,SRR13023229,SRR13023230,SRR13023232,SRR13023233,SRR13023234,SRR13023235,SRR13023237,SRR13240050,SRR13240051,SRR13240052,SRR13240053,SRR13240054,SRR13612594,SRR13612595,SRR13612596,SRR13612597,SRR13619036,SRR13619037,SRR13619038,SRR14088427,SRR14088428,SRR14088429,SRR14088440,SRR14479200,SRR14479205,SRR14479206,SRR14479207,SRR14479208,SRR14479209,SRR14479210,SRR14479211,SRR14479225,SRR14479226,SRR14479227,SRR14479228,SRR14479229,SRR14479230,SRR14479245,SRR14479246,SRR14479247,SRR14479248,SRR14479249,SRR14479250,SRR14479264,SRR14479265,SRR14479268,SRR14479269,SRR14907352,SRR14907353,SRR14907354,SRR14907355,SRR14907356,SRR17224856,SRR17224857,SRR17224858,SRR17224859,SRR17224860,SRR17224861,SRR17224862,SRR17224863,SRR17224864,SRR17224865,SRR17711211,SRR17711215,SRR17711237,SRR17711241,SRR19328989,SRR19328990,SRR19328991,SRR19328996,SRR19329007,SRR19329018,SRR19329029,SRR19329040,SRR19329041,SRR20110003,SRR20110004,SRR20110005,SRR20290374,SRR20290375,SRR20290376,SRR20290377,SRR20290388,SRR20290399,SRR20290410,SRR20290411,SRR21615878,SRR21615879,SRR21615882,SRR21615883,SRR22059209,SRR22059220,SRR22059231,SRR22059267,SRR22059276,SRR22059277,SRR22073311,SRR22073312,SRR22073313,SRR22106546,SRR22106553,SRR22106560,SRR22106561,SRR22106562,SRR22106563,SRR22463539,SRR22463540,SRR22463541,SRR22463542,SRR22463543,SRR22463544,SRR22463545,SRR22463546,SRR22463548,SRR22463549,SRR22463550,SRR22463551,SRR24090957,SRR24090958,SRR24090959,SRR24090966,SRR24090967,SRR24090968,SRR24112416,SRR24112417,SRR24112418,SRR24112419,SRR24112420,SRR24112421,SRR24112422,SRR24112423,SRR24112424,SRR24112425,SRR24112426,SRR24112427,SRR24112428,SRR24112429,SRR24112430,SRR24112431,SRR24112432,SRR24283330,SRR24283331,SRR24283334,SRR24283345,SRR24283356,SRR24283367,SRR24283378,SRR24283389,SRR24283398,SRR24283399,SRR24283400,SRR24283401,SRR25992317,SRR25992318,SRR25992319,SRR25992320,SRR25992321,SRR25992328,SRR25992329,SRR25992330,SRR25992331,SRR25992339,SRR25992350,SRR25992351,SRR25998238,SRR25998259,SRR25998270,SRR25998282,SRR25998315,SRR25998316,SRR26322612,SRR26322620,SRR26322621,SRR26322622,SRR26322623,SRR26322624,SRR26322625,SRR26322626,SRR26322627,SRR29038938,SRR29038939,SRR29038946,SRR29038947,SRR3337803,SRR3337804,SRR3337805,SRR3337806,SRR3337807,SRR3337808,SRR3337847,SRR5083096,SRR5083097,SRR5083102,SRR5801184,SRR5801185,SRR5801186,SRR6376636,SRR6376637,SRR6376639,SRR6376660,SRR6376661,SRR6510572,SRR6510574,SRR6510575,SRR8949212,SRR8949214,SRR8949215,SRR8949216,SRR8949217
ASV_8158,0,0,0.001204819,0.000970874,0.001172333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015730337,0.019120459,0.035545024,0.02003643,0.013435701,0.016393443,0.059259259,0.021568627,0.023569024,0,0,0.001642036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050228311,0.061503417,0.051219512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000891266,0,0,0,0.000705219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002923977,0,0.003773585,0.001132503,0.002068252,0.005037783,0.004901961,0,0.00055991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001997337,0.000606796,0,0,0,0.000634115,0.000639795,0,0,0.000720461,0,0,0.002512563,0.003220612,0,0.003484321,0,0.006024096,0,0,0,0,0,0.002066116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001236094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_8159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00204918,0.002469136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002277904,0,0,0,0,0.000349773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000802568,0.000730994,0.002918288,0.005660377,0.001132503,0.004136505,0.003778338,0.004901961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000301114,0.000287274,0,0,0,0,0.003123915,0.00319081,0.007296734,0.004547044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001860465,0.000766871,0,0,0.000728332,0,0.000336927,0,0,0,0.000433463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002663116,0.001213592,0.001146132,0.004710633,0.001490313,0.000634115,0.002559181,0.001770956,0.004771643,0.002161383,0.003340013,0.00397878,0,0,0,0,0,0,0,0,0.001834862,0.003780718,0,0,0.001459854,0,0,0,0,0,0,0,0.001899335,0.000877193,0.002293578,0,0,0.004081633,0,0,0,0.002286585,0.002604167,0.000838926,0,0,0,0,0,0,0.005494505,0,0,0,0,0,0
ASV_8161,0.001172333,0.001447178,0,0,0,0.001160093,0,0,0.00177305,0,0,0,0,0,0,0,0,0,0,0,0,0.001472754,0,0.000868056,0.000930233,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002542373,0.000838223,0.001404494,0,0,0,0,0,0,0,0.001264223,0.000670241,0,0,0.00265252,0,0,0.001912046,0,0,0.001919386,0,0,0,0,0,0,0,0,0,0,0,0.000618047,0.001077586,0,0,0,0,0,0,0,0,0,0.001382648,0.000903342,0.001149095,0.000932836,0.002283105,0,0.002439024,0.002776814,0.001595405,0.000347464,0.001049318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001760563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003838772,0,0,0,0.001730104,0,0,0,0,0,0,0,0,0,0.00094518,0.0041841,0.000802568,0,0.001945525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003636364,0,0.001519757,0,0,0.00311042,0.011111111,0.013409962,0.005050505,0.01056338,0.001612903,0.00624025,0.002923977,0.005008347,0,0,0.004966887,0,0,0.003448276,0,0,0,0,0,0,0.001748252,0,0,0.004660453,0.003640777,0.00286533,0.002018843,0.005961252,0.004438808,0.003838772,0.003541913,0.005453306,0.002881844,0.002004008,0.00331565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001002004,0,0,0.000949668,0.000877193,0.001146789,0.000404204,0,0.001020408,0,0,0,0.000762195,0.002604167,0,0,0,0,0,0,0,0,0.00117096,0,0,0,0,0
ASV_8163,0.001172333,0.001447178,0.001204819,0,0.001172333,0,0,0.001574803,0,0.001633987,0,0.002096436,0,0,0,0.00036036,0.000204918,0.000643501,0,0.000538793,0.000225836,0,0,0,0.001860465,0.001517451,0,0,0,0,0.003745318,0.001760563,0.001526718,0.0015625,0,0,0.002936858,0,0,0,0,0,0,0,0,0.001603849,0.00078125,0,0,0,0,0,0.000884173,0,0,0.001912046,0,0.003642987,0.007677543,0,0,0.001960784,0,0,0,0,0.001709402,0.001709402,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003456619,0.001505571,0.000287274,0.001865672,0,0.004555809,0.002439024,0,0.000319081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00203252,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003838772,0.002183406,0,0,0,0,0,0.001345895,0,0,0,0.001381215,0,0.000771605,0.00094518,0,0,0,0,0.000943396,0.001132503,0.001034126,0,0,0,0,0,0,0,0,0,0,0.001191895,0,0,0,0,0,0,0,0,0.00131406,0,0,0,0,0,0,0,0.000336927,0.000825083,0,0.00086881,0.000866927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001461988,0,0.001727116,0,0,0.002016129,0,0,0,0.001605136,0,0,0.001447178,0,0.001748252,0,0.001886792,0.000665779,0,0,0,0.000745156,0.001268231,0,0.001180638,0.000681663,0.001440922,0,0,0,0,0,0,0,0,0,0,0.001834862,0,0.001766784,0,0,0,0,0.001899335,0.00083612,0,0.000944287,0,0,0,0,0,0,0,0,0,0,0,0.000868056,0,0,0,0,0,0,0,0,0,0,0,0,0.003025719,0.003898635
ASV_8164,0,0,0,0.000970874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001960784,0.003367003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000345662,0.000602228,0.001149095,0.000932836,0,0.002277904,0,0.000694203,0.000638162,0.000694927,0.000699545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003838772,0,0.003533569,0,0,0,0,0,0,0.001712329,0,0,0,0.00154321,0.00094518,0,0.001605136,0.000730994,0,0,0,0.001034126,0.001259446,0,0,0,0,0,0,0,0.001689189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001044932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001655629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000573066,0,0.000745156,0.001902346,0.000639795,0,0.000681663,0.001440922,0.001336005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000949668,0.00083612,0,0,0,0,0,0,0,0,0,0,0.001043841,0.002352941,0.002286585,0,0.001677852,0,0,0,0,0,0,0,0,0,0,0,0.001512859,0
ASV_8167,0,0,0,0.000970874,0,0.001160093,0,0.001574803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001526718,0,0,0,0.001468429,0.003350084,0.000847458,0,0,0,0,0,0.000464253,0.000801925,0.00078125,0,0.000632111,0,0,0,0.000884173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002419634,0.000602228,0.001723643,0.001243781,0.002283105,0.002277904,0,0.002429712,0.000638162,0.000694927,0.000699545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00203252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002183406,0.001766784,0,0,0.001886792,0.001655629,0.001345895,0.004862237,0,0.003514938,0,0,0.002314815,0.00094518,0.0041841,0,0.002192982,0,0,0,0,0,0.00122549,0.000583771,0,0,0,0,0.001792115,0,0,0.001191895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000825083,0.000330907,0,0,0,0,0,0.000414766,0,0.001044932,0,0,0,0.001519757,0,0,0.00311042,0.001587302,0,0,0.003521127,0.003225806,0.004680187,0.001461988,0.001669449,0.003454231,0.001782531,0,0,0,0,0,0.003210273,0,0.003436426,0,0,0.001748252,0,0,0.003994674,0.00788835,0.003438395,0.00269179,0.004470939,0.001902346,0.001919386,0.002951594,0.003408316,0.002881844,0.004008016,0.00265252,0,0,0,0,0,0,0,0,0.003669725,0.001890359,0.003533569,0.002066116,0.004379562,0,0.001709402,0,0,0,0,0,0.000949668,0,0,0,0,0,0.001236094,0.001043841,0,0.000762195,0.000868056,0.001677852,0,0,0,0,0,0,0,0.00117096,0,0,0.001828154,0,0
ASV_8168,0,0,0.001204819,0.002912621,0,0.001160093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005025126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000345662,0,0.000287274,0.000310945,0,0,0,0.001041305,0.000957243,0.002084781,0.001049318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001426534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000771605,0,0,0,0.005116959,0,0.000943396,0,0.001034126,0.002518892,0.00122549,0,0,0,0,0.000793651,0,0,0.001122334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001818182,0,0,0.001428571,0,0,0,0,0,0,0,0,0,0,0.001727116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000573066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000949668,0.004180602,0.002004008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001414427,0,0,0,0,0,0,0,0,0,0
ASV_817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002207063,0.000484496,0.000473709,0.000509338,0.000308404,0.000603865,0.001251251,0.001275104,0.001653283,0.002883402,0.001110905,0.000926498,0.002069441,0.002473411,0.000722935,0.001477729,0.000670578,0.002799378,0.000570044,0,0.00097561,0.003090939,0.001771654,0.000116795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_8170,0.001172333,0.011577424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002025658,0.001264223,0.004021448,0,0,0,0,0.004494382,0,0,0,0,0,0.002469136,0,0,0.003134796,0,0,0,0,0,0,0.003708282,0.004310345,0.00130719,0.004618938,0.003642987,0,0,0,0,0,0,0.000345662,0,0,0.000310945,0,0,0,0.000694203,0,0.001042391,0.002448409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007042254,0.00203252,0.002853067,0.003384095,0.001748252,0,0,0,0,0,0,0,0,0,0,0.003838772,0.002183406,0.003533569,0.001545595,0.001730104,0.001886792,0.003311258,0.001345895,0,0.001712329,0,0.004143646,0,0,0,0,0,0,0,0.000943396,0.002265006,0.002068252,0.002518892,0.00122549,0,0,0,0,0.007142857,0.001792115,0.005067568,0.004489338,0,0.006684492,0,0,0,0,0,0,0,0,0,0,0,0.000923361,0,0.001456664,0.001551189,0.000336927,0,0,0,0,0.001635323,0,0,0,0,0,0,0.009090909,0.012280702,0.006079027,0.012857143,0.003058104,0.00622084,0.001587302,0.003831418,0,0,0,0,0.002923977,0.008347245,0.006908463,0.003565062,0.003311258,0,0,0,0.006048387,0.001605136,0.001579779,0,0.002894356,0,0,0,0.003773585,0.001331558,0.001820388,0.001719198,0.001345895,0.002980626,0.003170577,0.001279591,0.001180638,0.003408316,0.000720461,0.000668003,0.00265252,0,0.001610306,0,0,0,0,0,0,0.001834862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000762195,0,0.002516779,0,0,0.001414427,0,0,0.002066116,0.002747253,0,0.001779359,0,0,0,0.001949318
ASV_8173,0.002344666,0.002894356,0,0,0,0,0,0,0.00177305,0,0,0,0,0,0,0,0.000204918,0,0,0,0,0.001472754,0,0,0.000930233,0.001517451,0.004081633,0,0,0.001996008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001077586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000347102,0.000957243,0.003127172,0.000349773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001760563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003838772,0.004366812,0.001766784,0,0.003460208,0.003773585,0,0,0.003241491,0.001712329,0,0,0.001686341,0,0,0.00083682,0,0,0,0,0,0.001034126,0,0,0,0,0,0,0,0.003584229,0,0.001122334,0.001191895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00149925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001886792,0.003994674,0.002427184,0.003438395,0.001345895,0.002235469,0.003804692,0.002559181,0.004132231,0.002726653,0.002881844,0.003340013,0.00331565,0,0.004830918,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000949668,0,0,0,0,0.000949668,0,0.002293578,0.000404204,0.000643501,0,0,0,0,0,0.001736111,0.002516779,0,0,0,0.001540832,0,0.001033058,0,0.00117096,0,0,0,0,0
ASV_8174,0.001172333,0.001447178,0.003614458,0.001941748,0,0.001160093,0,0.003149606,0.00177305,0,0,0.002096436,0,0,0,0.00036036,0,0,0,0.000538793,0,0,0,0,0.000930233,0,0,0,0.000888889,0,0,0,0,0,0,0,0.001468429,0.003350084,0,0,0.001404494,0,0,0,0.000928505,0.001603849,0.00078125,0,0,0,0.000450248,0,0,0.000354736,0,0,0,0,0,0.00204918,0,0,0,0,0,0.001642036,0,0,0.003412969,0.001897533,0.001854141,0,0.003921569,0.001154734,0.003642987,0.013866232,0,0,0,0,0,0.000691324,0,0.000861821,0,0,0,0,0.001041305,0.000319081,0.000347464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019685,0,0,0,0,0,0,0,0,0.000891266,0,0,0,0,0,0,0,0.001919386,0,0.001766784,0.00309119,0,0,0.001655629,0,0,0,0.003514938,0.001381215,0,0.00154321,0.00094518,0.00083682,0.002407705,0.002192982,0.003891051,0.000943396,0,0.001034126,0,0.003676471,0,0,0,0,0,0,0,0.001122334,0,0,0,0,0,0.001109878,0,0,0,0.00131406,0,0,0,0,0,0,0,0,0,0,0,0.000433463,0,0.000465766,0,0.001244297,0,0,0,0,0,0,0,0.003058104,0.00155521,0,0,0,0.001760563,0,0,0,0,0,0,0,0,0.002202643,0.003448276,0,0,0.001579779,0,0,0,0,0.001287001,0,0.005992011,0.007281553,0.005157593,0.006729475,0.006706408,0.007609385,0.000639795,0.001180638,0.00204499,0.005043228,0.004008016,0.00066313,0,0,0.001678322,0,0,0,0,0,0,0,0,0,0,0,0,0.00379867,0.001672241,0.001002004,0.001888574,0,0,0,0,0,0,0,0,0,0,0,0,0.001677852,0,0,0,0,0.002919708,0.001033058,0,0,0,0,0,0,0
ASV_8176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002945508,0.000448833,0,0,0,0,0,0.000888889,0,0,0,0,0.0015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000347102,0.002552648,0.002084781,0.000349773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001760563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001545595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004660453,0.004854369,0.006303725,0.003364738,0.007451565,0.004438808,0.006397953,0.002951594,0.008861622,0.007925072,0.006680027,0.00397878,0,0,0,0,0,0,0,0,0,0,0,0,0.001459854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002087683,0,0.000762195,0,0.001677852,0,0,0,0,0,0.001033058,0.005494505,0.011709602,0,0,0,0,0
ASV_8177,0,0,0.001204819,0.000970874,0.001172333,0.003480278,0,0,0,0,0,0.006289308,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001517451,0,0,0,0,0,0,0,0,0,0.001712329,0,0.001675042,0,0,0,0,0,0,0,0.003207698,0.0015625,0,0,0,0,0,0,0,0.004494382,0,0,0,0,0.00204918,0.002469136,0,0,0.001044932,0,0.014778325,0.003418803,0,0.001706485,0,0,0,0,0,0,0,0,0.003753754,0,0,0.003436426,0.002765296,0.001806685,0.000574548,0.000932836,0.002283105,0.002277904,0.002439024,0.000694203,0.000957243,0.000347464,0.001748863,0,0,0.000236855,0.000339559,0.000154202,0,0.00025025,0,0,0,0,0.000617665,0,0,0,0,0,0,0,0,0,0.000162681,0,0.000467181,0,0,0,0,0,0.001421464,0,0,0,0,0,0,0,0,0,0,0,0,0.004636785,0,0,0,0,0,0,0,0.001381215,0,0.002314815,0.001890359,0.00083682,0.005617978,0.006578947,0.007782101,0.000943396,0.001132503,0.002068252,0.002518892,0.00122549,0,0,0,0,0,0.003584229,0,0,0.003575685,0.00802139,0,0,0,0,0.001154734,0,0,0,0,0,0,0,0,0,0,0,0,0.000330907,0.00086881,0.000866927,0,0,0,0,0,0.001044932,0,0.001818182,0.001754386,0.001519757,0.001428571,0,0,0.001587302,0,0,0.001760563,0,0.001560062,0,0,0.003454231,0.001782531,0,0.004032258,0,0,0.002016129,0,0,0.001718213,0.001447178,0,0,0,0,0.001331558,0.001213592,0,0.001345895,0.001490313,0.001902346,0,0.000590319,0.000681663,0.000720461,0.001336005,0.00132626,0,0,0,0,0,0,0,0.00210084,0,0,0,0,0,0,0,0.000949668,0,0.003006012,0.003777148,0.00055991,0,0,0.001146789,0.000404204,0,0.001020408,0.003708282,0,0.004705882,0.002286585,0,0.000838926,0,0.001308901,0,0.001540832,0,0,0,0,0,0.007836991,0.005484461,0.004538578,0.005847953
ASV_8179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003734559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000574548,0.001554726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004061738,0,0,0.001347709,0.000825083,0.003309067,0,0.041612484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001766784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
